cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
1080,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1081,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1082,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1083,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1084,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1085,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1086,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1087,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1088,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1089,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1090,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1091,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1092,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1093,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1094,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1095,Ponte Marechal Mascarenhas de Moraes,DF,Brasília,Discordo,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Neutro,Discordo Totalmente,Discordo Totalmente,Concordo,Discordo Totalmente,Discordo Totalmente,45
1096,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1097,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1098,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1099,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1100,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1101,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1102,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1103,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1104,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1105,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1106,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1107,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1108,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1109,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1110,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1111,Ponte Rio-Niterói,RO,Porto Velho,Discordo Totalmente,Concordo Totalmente,Discordo Totalmente,Discordo,Discordo,Discordo Totalmente,Neutro,Neutro,Discordo,Discordo Totalmente,Discordo,43
1112,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1113,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1114,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1115,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1116,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1117,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1118,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1119,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1120,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1121,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1122,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1123,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1124,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1125,Ponte Pedro I,SE,Aracaju,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Discordo Totalmente,Discordo Totalmente,Neutro,Concordo Totalmente,34
1126,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1127,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1128,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1129,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1130,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1131,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1132,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1133,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1134,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1135,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1136,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1137,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1138,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1139,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1140,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1141,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1142,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1143,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1144,Ponte Governador Alencar,AL,Maceió,Concordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo Totalmente,Discordo,Discordo,Discordo,Discordo,Neutro,44
1145,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1146,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1147,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1148,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1149,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1150,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1151,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1152,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1153,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1154,Ponte Dom Hélder Câmara,GO,Goiânia,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38
1155,Ponte Rio Madeira,RO,Abunã,Concordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Discordo,Concordo totalmente,Concordo,Concordo,Discordo,
1156,Ponte Rio Negro,AM,Manaus,Discordo totalmente,Concordo,Concordo,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Neutro,Concordo,
1157,Ponte sobre o Rio Parnaíba,PI,Filomena,Discordo,Neutro,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Neutro,Concordo totalmente,Discordo totalmente,
1158,Ponte do Macuxi,AC,Rio Branco,Concordo,Neutro,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Discordo,
1159,Ponte sobre o Rio Araguari,MG,Araguari,Concordo totalmente,Discordo,Concordo,Discordo,Concordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,
1160,Ponte Benjamin Constant,AM,Manaus,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Neutro,Discordo,Neutro,
1161,Ponte Mista de Marabá,PA,Marabá,Concordo totalmente,Concordo,Discordo,Discordo,Concordo totalmente,Concordo,Neutro,Concordo totalmente,Concordo,Neutro,Neutro,
1162,Ponte João Isidoro França,PI,Teresina,Concordo totalmente,Discordo,Discordo totalmente,Concordo,Discordo,Discordo,Neutro,Discordo,Discordo totalmente,Concordo totalmente,Concordo,
1163,Ponte Affonso Penna,GO,Itumbiara,Discordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Neutro,
1164,Ponte Internacional Brasil-Guiana,RR,Bonfim,Discordo,Discordo,Discordo totalmente,Concordo totalmente,Discordo,Concordo,Concordo totalmente,Neutro,Concordo,Discordo,Neutro,
1165,Ponte sobre o rio São Francisco,SE,Penedo,Concordo,Neutro,Neutro,Concordo totalmente,Discordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,
1166,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Neutro,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Discordo,
1167,Ponte Rio Madeira,RO,Abunã,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Concordo,Neutro,
1168,Ponte Rio Negro,AM,Manaus,Discordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,
1169,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo totalmente,Concordo totalmente,Neutro,Discordo,Concordo,Concordo,Neutro,Discordo totalmente,Concordo,Neutro,Concordo totalmente,
1170,Ponte do Macuxi,AC,Rio Branco,Discordo,Concordo,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,
1171,Ponte sobre o Rio Araguari,MG,Araguari,Discordo totalmente,Neutro,Discordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Concordo totalmente,Concordo,
1172,Ponte Benjamin Constant,AM,Manaus,Discordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Discordo,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,
1173,Ponte Mista de Marabá,PA,Marabá,Concordo totalmente,Discordo,Neutro,Concordo,Discordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo,Concordo totalmente,
1174,Ponte João Isidoro França,PI,Teresina,Discordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Discordo totalmente,Concordo,Discordo,Concordo totalmente,
1175,Ponte Affonso Penna,GO,Itumbiara,Discordo,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Discordo,Concordo,
1176,Ponte Internacional Brasil-Guiana,RR,Bonfim,Discordo,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Discordo,Neutro,
1177,Ponte sobre o rio São Francisco,SE,Penedo,Neutro,Discordo totalmente,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Discordo totalmente,Neutro,Discordo,Neutro,
1178,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Discordo totalmente,Concordo,Neutro,Concordo,Neutro,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,
1179,Ponte Rio Madeira,RO,Abunã,Discordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Concordo totalmente,Neutro,Concordo,
1180,Ponte Rio Negro,AM,Manaus,Discordo,Concordo,Neutro,Discordo,Concordo,Discordo,Neutro,Concordo totalmente,Concordo,Discordo,Concordo,
1181,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Discordo,
1182,Ponte do Macuxi,AC,Rio Branco,Discordo totalmente,Discordo totalmente,Concordo,Discordo,Neutro,Concordo totalmente,Discordo totalmente,Concordo,Neutro,Discordo totalmente,Concordo totalmente,
1183,Ponte sobre o Rio Araguari,MG,Araguari,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Discordo,Discordo,Discordo,Concordo,Discordo,
1184,Ponte Benjamin Constant,AM,Manaus,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Concordo,
1185,Ponte Mista de Marabá,PA,Marabá,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,Concordo totalmente,Neutro,Discordo,Concordo totalmente,
1186,Ponte João Isidoro França,PI,Teresina,Discordo,Discordo,Concordo totalmente,Discordo totalmente,Neutro,Neutro,Discordo,Discordo,Neutro,Discordo,Discordo totalmente,
1187,Ponte Affonso Penna,GO,Itumbiara,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,
1188,Ponte Internacional Brasil-Guiana,RR,Bonfim,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Neutro,Concordo,Discordo,Concordo totalmente,Discordo,Concordo,Concordo,
1189,Ponte sobre o rio São Francisco,SE,Penedo,Discordo,Discordo,Concordo,Discordo totalmente,Discordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,
1190,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Neutro,Concordo totalmente,Discordo totalmente,Neutro,Neutro,Discordo,Neutro,Discordo,Concordo,Discordo totalmente,Discordo totalmente,
1191,Ponte Rio Madeira,RO,Abunã,Discordo,Concordo totalmente,Concordo totalmente,Discordo,Neutro,Concordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Neutro,
1192,Ponte Rio Negro,AM,Manaus,Concordo,Discordo totalmente,Discordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Neutro,Neutro,Concordo,Concordo totalmente,
1193,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Neutro,Discordo totalmente,Concordo totalmente,Discordo totalmente,
1194,Ponte do Macuxi,AC,Rio Branco,Concordo,Discordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo totalmente,Discordo,Discordo,Discordo,
1195,Ponte sobre o Rio Araguari,MG,Araguari,Discordo,Neutro,Discordo,Discordo totalmente,Neutro,Neutro,Concordo,Neutro,Discordo,Concordo,Discordo,
