cod_manifestacao,Nome da Ponte,UF,Município,A) A ponte está mal iluminada?,B) A sinalização na ponte é inadequada?,C) Há acúmulo de lixo ou entulho na ponte?,D) Há sinais visíveis de ferrugem ou rachaduras?,E) A ponte apresenta trepidação excessiva ao passar veículos?,F) A estrutura da ponte aparenta má conservação?,G) Há dificuldades de acesso para pedestres ou ciclistas?,H) Há buracos ou desníveis na ponte?,I) A ponte apresenta tráfego frequentemente congestionado?,J) A ponte possui guarda-corpos danificados ou ausentes?,K) Você se sente desconfortável/inseguro ao passar na ponte?,Pontuação
1145,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1146,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1147,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1148,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1149,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1150,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1151,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1152,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1153,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1154,Ponte Dom Hélder Câmara,PE,Recife,Discordo Totalmente,Concordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo Totalmente,Concordo Totalmente,38.0
1155,Ponte Rio Madeira,RO,Abunã,Concordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Discordo,Concordo totalmente,Concordo,Concordo,Discordo,
1156,Ponte Rio Negro,AM,Manaus,Discordo totalmente,Concordo,Concordo,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Neutro,Concordo,
1157,Ponte sobre o Rio Parnaíba,PI,Filomena,Discordo,Neutro,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Neutro,Concordo totalmente,Discordo totalmente,
1158,Ponte do Macuxi,AC,Rio Branco,Concordo,Neutro,Discordo,Discordo,Discordo,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Discordo,
1159,Ponte sobre o Rio Araguari,MG,Araguari,Concordo totalmente,Discordo,Concordo,Discordo,Concordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,
1160,Ponte Benjamin Constant,AM,Manaus,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Neutro,Discordo,Neutro,
1161,Ponte Mista de Marabá,PA,Marabá,Concordo totalmente,Concordo,Discordo,Discordo,Concordo totalmente,Concordo,Neutro,Concordo totalmente,Concordo,Neutro,Neutro,
1162,Ponte João Isidoro França,PI,Teresina,Concordo totalmente,Discordo,Discordo totalmente,Concordo,Discordo,Discordo,Neutro,Discordo,Discordo totalmente,Concordo totalmente,Concordo,
1163,Ponte Affonso Penna,GO,Itumbiara,Discordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Neutro,
1164,Ponte Internacional Brasil-Guiana,RR,Bonfim,Discordo,Discordo,Discordo totalmente,Concordo totalmente,Discordo,Concordo,Concordo totalmente,Neutro,Concordo,Discordo,Neutro,
1165,Ponte sobre o rio São Francisco,SE,Penedo,Concordo,Neutro,Neutro,Concordo totalmente,Discordo,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,
1166,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Neutro,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Discordo,
1167,Ponte Rio Madeira,RO,Abunã,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Concordo,Neutro,
1168,Ponte Rio Negro,AM,Manaus,Discordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Concordo totalmente,
1169,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo totalmente,Concordo totalmente,Neutro,Discordo,Concordo,Concordo,Neutro,Discordo totalmente,Concordo,Neutro,Concordo totalmente,
1170,Ponte do Macuxi,AC,Rio Branco,Discordo,Concordo,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,
1171,Ponte sobre o Rio Araguari,MG,Araguari,Discordo totalmente,Neutro,Discordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Concordo totalmente,Concordo,
1172,Ponte Benjamin Constant,AM,Manaus,Discordo,Concordo totalmente,Concordo totalmente,Discordo,Concordo,Discordo,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,
1173,Ponte Mista de Marabá,PA,Marabá,Concordo totalmente,Discordo,Neutro,Concordo,Discordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo,Concordo totalmente,
1174,Ponte João Isidoro França,PI,Teresina,Discordo,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Discordo totalmente,Concordo,Discordo,Concordo totalmente,
1175,Ponte Affonso Penna,GO,Itumbiara,Discordo,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Discordo,Concordo,
1176,Ponte Internacional Brasil-Guiana,RR,Bonfim,Discordo,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Discordo,Neutro,
1177,Ponte sobre o rio São Francisco,SE,Penedo,Neutro,Discordo totalmente,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Discordo totalmente,Neutro,Discordo,Neutro,
1178,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Discordo totalmente,Concordo,Neutro,Concordo,Neutro,Concordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,
1179,Ponte Rio Madeira,RO,Abunã,Discordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Concordo totalmente,Neutro,Concordo,
1180,Ponte Rio Negro,AM,Manaus,Discordo,Concordo,Neutro,Discordo,Concordo,Discordo,Neutro,Concordo totalmente,Concordo,Discordo,Concordo,
1181,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Discordo,
1182,Ponte do Macuxi,AC,Rio Branco,Discordo totalmente,Discordo totalmente,Concordo,Discordo,Neutro,Concordo totalmente,Discordo totalmente,Concordo,Neutro,Discordo totalmente,Concordo totalmente,
1183,Ponte sobre o Rio Araguari,MG,Araguari,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Discordo,Discordo,Discordo,Concordo,Discordo,
1184,Ponte Benjamin Constant,AM,Manaus,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Concordo,
1185,Ponte Mista de Marabá,PA,Marabá,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,Concordo totalmente,Neutro,Discordo,Concordo totalmente,
1186,Ponte João Isidoro França,PI,Teresina,Discordo,Discordo,Concordo totalmente,Discordo totalmente,Neutro,Neutro,Discordo,Discordo,Neutro,Discordo,Discordo totalmente,
1187,Ponte Affonso Penna,GO,Itumbiara,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,
1188,Ponte Internacional Brasil-Guiana,RR,Bonfim,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Neutro,Concordo,Discordo,Concordo totalmente,Discordo,Concordo,Concordo,
1189,Ponte sobre o rio São Francisco,SE,Penedo,Discordo,Discordo,Concordo,Discordo totalmente,Discordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,
1190,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Neutro,Concordo totalmente,Discordo totalmente,Neutro,Neutro,Discordo,Neutro,Discordo,Concordo,Discordo totalmente,Discordo totalmente,
1191,Ponte Rio Madeira,RO,Abunã,Discordo,Concordo totalmente,Concordo totalmente,Discordo,Neutro,Concordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Neutro,
1192,Ponte Rio Negro,AM,Manaus,Concordo,Discordo totalmente,Discordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Neutro,Neutro,Concordo,Concordo totalmente,
1193,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,Concordo,Neutro,Discordo totalmente,Concordo totalmente,Discordo totalmente,
1194,Ponte do Macuxi,AC,Rio Branco,Concordo,Discordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo totalmente,Discordo,Discordo,Discordo,
1195,Ponte sobre o Rio Araguari,MG,Araguari,Discordo,Neutro,Discordo,Discordo totalmente,Neutro,Neutro,Concordo,Neutro,Discordo,Concordo,Discordo,
1196,Ponte Benjamin Constant,AM,Manaus,Concordo,Concordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Discordo,Discordo totalmente,
1197,Ponte Mista de Marabá,PA,Marabá,Concordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Discordo,Discordo totalmente,Neutro,Neutro,Concordo,
1198,Ponte João Isidoro França,PI,Teresina,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,
1199,Ponte Affonso Penna,GO,Itumbiara,Concordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Neutro,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,
1200,Ponte Internacional Brasil-Guiana,RR,Bonfim,Concordo,Discordo,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Concordo,Concordo totalmente,Discordo,Discordo,
1201,Ponte sobre o rio São Francisco,SE,Penedo,Discordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,
1202,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Concordo,Discordo,Concordo,Discordo totalmente,Neutro,Concordo,Discordo totalmente,Concordo,Discordo,Concordo,Concordo totalmente,
1203,Ponte Rio Madeira,RO,Abunã,Discordo,Concordo,Discordo,Concordo,Concordo totalmente,Discordo,Discordo,Discordo,Concordo totalmente,Discordo,Concordo totalmente,
1204,Ponte Rio Negro,AM,Manaus,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,Discordo,Neutro,Neutro,Discordo,Neutro,Discordo totalmente,
1205,Ponte sobre o Rio Parnaíba,PI,Filomena,Neutro,Concordo,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Concordo,
1206,Ponte do Macuxi,AC,Rio Branco,Concordo,Neutro,Concordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Neutro,Discordo totalmente,Neutro,Neutro,Concordo totalmente,
1207,Ponte sobre o Rio Araguari,MG,Araguari,Discordo totalmente,Concordo,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Discordo totalmente,Neutro,Discordo,Neutro,
1208,Ponte Benjamin Constant,AM,Manaus,Neutro,Concordo totalmente,Concordo,Neutro,Discordo,Neutro,Discordo,Neutro,Concordo totalmente,Discordo,Concordo totalmente,
1209,Ponte Mista de Marabá,PA,Marabá,Discordo totalmente,Concordo,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Neutro,Concordo totalmente,Discordo totalmente,
1210,Ponte João Isidoro França,PI,Teresina,Discordo,Concordo totalmente,Concordo,Discordo,Neutro,Concordo,Neutro,Concordo,Discordo totalmente,Discordo,Concordo totalmente,
1211,Ponte Affonso Penna,GO,Itumbiara,Discordo,Discordo totalmente,Concordo totalmente,Neutro,Discordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Discordo,Neutro,Concordo totalmente,
1212,Ponte Internacional Brasil-Guiana,RR,Bonfim,Concordo totalmente,Neutro,Concordo,Neutro,Discordo,Discordo,Concordo,Neutro,Neutro,Discordo,Neutro,
1213,Ponte sobre o rio São Francisco,SE,Penedo,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Neutro,Discordo totalmente,Discordo,Discordo,Discordo,Neutro,Concordo,
1214,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Concordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,Discordo,Discordo,Concordo,Discordo totalmente,Discordo totalmente,Concordo,Discordo totalmente,
1215,Ponte Rio Madeira,RO,Abunã,Concordo,Discordo totalmente,Neutro,Discordo,Concordo totalmente,Discordo,Concordo,Neutro,Discordo totalmente,Concordo totalmente,Discordo,
1216,Ponte Rio Negro,AM,Manaus,Concordo totalmente,Concordo,Neutro,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,
1217,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Discordo,Concordo totalmente,Discordo,
1218,Ponte do Macuxi,AC,Rio Branco,Concordo totalmente,Concordo,Neutro,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Concordo,
1219,Ponte sobre o Rio Araguari,MG,Araguari,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Discordo totalmente,Concordo,Neutro,Discordo totalmente,Discordo,Discordo,Concordo totalmente,
1220,Ponte Benjamin Constant,AM,Manaus,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Concordo totalmente,Neutro,Neutro,Discordo,Concordo,
1221,Ponte Mista de Marabá,PA,Marabá,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Discordo totalmente,
1222,Ponte João Isidoro França,PI,Teresina,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Neutro,Concordo,Discordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,
1223,Ponte Affonso Penna,GO,Itumbiara,Concordo,Neutro,Discordo,Discordo,Concordo,Discordo,Discordo,Concordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,
1224,Ponte Internacional Brasil-Guiana,RR,Bonfim,Concordo,Discordo totalmente,Discordo,Concordo,Concordo,Discordo,Concordo,Neutro,Neutro,Neutro,Discordo,
1225,Ponte sobre o rio São Francisco,SE,Penedo,Discordo totalmente,Concordo,Neutro,Concordo,Concordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,
1226,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Discordo,Concordo,Discordo,Concordo,Discordo totalmente,Concordo totalmente,Neutro,Concordo,Discordo totalmente,Neutro,Concordo totalmente,
1227,Ponte Rio Madeira,RO,Abunã,Discordo,Discordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Neutro,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Concordo totalmente,
1228,Ponte Rio Negro,AM,Manaus,Discordo totalmente,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Concordo,Concordo,Discordo,Discordo totalmente,Neutro,Concordo,
1229,Ponte sobre o Rio Parnaíba,PI,Filomena,Concordo,Concordo totalmente,Discordo,Discordo,Discordo totalmente,Discordo,Concordo,Concordo,Discordo totalmente,Discordo totalmente,Discordo,
1230,Ponte do Macuxi,AC,Rio Branco,Discordo,Discordo,Concordo,Neutro,Neutro,Neutro,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Concordo totalmente,
1231,Ponte sobre o Rio Araguari,MG,Araguari,Neutro,Discordo totalmente,Discordo totalmente,Concordo,Neutro,Concordo,Concordo,Discordo totalmente,Neutro,Discordo totalmente,Discordo,
1232,Ponte Benjamin Constant,AM,Manaus,Neutro,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,
1233,Ponte Mista de Marabá,PA,Marabá,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Concordo,Discordo,Discordo totalmente,Discordo,Neutro,Concordo,Discordo totalmente,
1234,Ponte João Isidoro França,PI,Teresina,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Discordo,Concordo,Neutro,Discordo totalmente,
1235,Ponte Affonso Penna,GO,Itumbiara,Discordo,Discordo,Neutro,Concordo totalmente,Neutro,Discordo totalmente,Concordo,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo,
1236,Ponte Internacional Brasil-Guiana,RR,Bonfim,Concordo,Concordo totalmente,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,
1237,Ponte sobre o rio São Francisco,SE,Penedo,Discordo,Concordo,Discordo totalmente,Discordo,Discordo,Discordo,Neutro,Discordo,Concordo,Concordo totalmente,Discordo,
1238,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Concordo totalmente,Neutro,Concordo totalmente,Discordo,Neutro,Discordo totalmente,Neutro,Neutro,Neutro,Concordo,Concordo totalmente,
1239,Ponte Rio Madeira,RO,Abunã,Discordo,Concordo,Neutro,Concordo totalmente,Neutro,Discordo totalmente,Neutro,Neutro,Discordo totalmente,Neutro,Discordo totalmente,
1240,Ponte Rio Negro,AM,Manaus,Discordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Discordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo,Discordo totalmente,
1241,Ponte sobre o Rio Parnaíba,PI,Filomena,Discordo,Discordo,Concordo totalmente,Neutro,Concordo totalmente,Neutro,Discordo,Neutro,Neutro,Neutro,Neutro,
1242,Ponte do Macuxi,AC,Rio Branco,Discordo totalmente,Neutro,Concordo,Neutro,Neutro,Concordo totalmente,Concordo totalmente,Concordo,Neutro,Concordo,Discordo,
1243,Ponte sobre o Rio Araguari,MG,Araguari,Neutro,Neutro,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo,
1244,Ponte Benjamin Constant,AM,Manaus,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Discordo,Discordo,Concordo,Discordo totalmente,Neutro,Discordo totalmente,Neutro,
1245,Ponte Mista de Marabá,PA,Marabá,Neutro,Discordo,Discordo,Neutro,Concordo,Discordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,Neutro,Discordo,
1246,Ponte João Isidoro França,PI,Teresina,Neutro,Discordo totalmente,Discordo,Discordo,Discordo totalmente,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,
1247,Ponte Affonso Penna,GO,Itumbiara,Concordo,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo totalmente,Neutro,Discordo totalmente,Concordo,
1248,Ponte Internacional Brasil-Guiana,RR,Bonfim,Discordo,Concordo,Neutro,Discordo,Discordo totalmente,Neutro,Discordo totalmente,Neutro,Concordo,Discordo totalmente,Neutro,
1249,Ponte sobre o rio São Francisco,SE,Penedo,Concordo,Discordo totalmente,Discordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Concordo totalmente,
1250,Ponte da Integração Brasil-Peru,AC,Assis Brasil,Concordo totalmente,Discordo,Discordo,Discordo totalmente,Neutro,Discordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,
1251,Ponte Rio Madeira,RO,Abunã,Discordo totalmente,Discordo totalmente,Discordo,Neutro,Concordo,Neutro,Concordo,Discordo totalmente,Discordo totalmente,Concordo,Discordo,
1252,Ponte Rio Negro,AM,Manaus,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Concordo,Discordo,Discordo totalmente,Concordo totalmente,
1253,Ponte sobre o Rio Parnaíba,PI,Filomena,Discordo totalmente,Concordo,Neutro,Concordo,Concordo,Discordo totalmente,Concordo,Discordo,Discordo totalmente,Discordo totalmente,Concordo totalmente,
1254,Ponte do Macuxi,AC,Rio Branco,Discordo,Discordo,Neutro,Discordo,Neutro,Neutro,Discordo totalmente,Discordo,Discordo totalmente,Discordo,Discordo totalmente,
1255,Ponte sobre o Rio Araguari,MG,Araguari,Concordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Concordo,Discordo,Discordo,Neutro,Concordo,Concordo,Discordo totalmente,
1256,Ponte Benjamin Constant,AM,Manaus,Concordo,Concordo,Discordo,Concordo,Concordo,Discordo,Discordo,Concordo totalmente,Concordo,Discordo,Concordo,
1257,Ponte Mista de Marabá,PA,Marabá,Concordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo totalmente,Concordo,
1258,Ponte João Isidoro França,PI,Teresina,Neutro,Discordo totalmente,Neutro,Concordo,Concordo,Discordo,Discordo totalmente,Concordo,Neutro,Discordo totalmente,Discordo,
1259,Ponte Affonso Penna,GO,Itumbiara,Concordo,Discordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,
